Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Stricker D.,17.0,116.0,2170.0,541.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.42,3.14,1.42,3.53,1.37,3.1
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Jarry N.,Dellien H.,35.0,160.0,1112.0,375.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.61,1.26,5.05,1.22,4.29
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Ymer E.,4.0,155.0,4960.0,384.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.07,12.36,1.08,13.0,1.05,10.11
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Nishioka Y.,Wolf J.J.,33.0,50.0,1181.0,915.0,1.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,2.21,1.75,2.25,1.82,2.1,1.74
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Olivieri G.,Mpetshi G.,231.0,237.0,257.0,245.0,7.0,6.0,4.0,6.0,4.0,6.0,7.0,5.0,6.0,1.0,3.0,2.0,Completed,1.67,2.2,1.74,2.23,1.83,2.23,1.74,2.11
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Vavassori A.,Kecmanovic M.,148.0,37.0,410.0,1065.0,5.0,7.0,2.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,3.0,1.4,2.86,1.48,3.0,1.49,2.76,1.45
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Purcell M.,Thompson J.,68.0,76.0,781.0,737.0,7.0,5.0,1.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.73,2.23,1.74,2.23,1.79,2.11,1.73
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Molcan A.,Gaston H.,86.0,109.0,705.0,580.0,6.0,1.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.38,1.65,2.38,1.68,2.66,1.6,2.36
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Harris L.,27.0,294.0,1450.0,177.0,7.0,6.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.05,11.0,1.06,12.71,1.07,19.76,1.05,10.9
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Zeppieri G.,Bublik A.,129.0,51.0,478.0,915.0,6.0,0.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,1.73,2.1,1.83,2.09,1.85,2.12,1.78,2.04
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Seyboth Wild T.,Medvedev D.,172.0,2.0,349.0,6330.0,7.0,6.0,6.0,7.0,2.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,11.0,1.05,10.69,1.08,11.0,1.08,9.81,1.06
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Ruusuvuori E.,Barrere G.,46.0,58.0,956.0,850.0,6.0,2.0,6.0,7.0,5.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.53,2.5,1.63,2.39,1.64,2.59,1.57,2.41
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo F.,Munar J.,23.0,81.0,1485.0,725.0,6.0,1.0,2.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.3,3.5,1.26,4.38,1.31,4.42,1.25,3.9
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Rune H.,Eubanks C.,6.0,74.0,4375.0,740.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.02,19.0,1.04,18.32,1.04,19.0,1.03,14.13
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Pella G.,Halys Q.,423.0,88.0,105.0,686.0,6.0,4.0,6.0,7.0,2.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,3.2,1.36,3.4,1.37,3.4,1.44,3.04,1.38
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Rinderknech A.,Gasquet R.,78.0,52.0,735.0,901.0,6.0,4.0,2.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,2.2,1.67,2.27,1.71,2.3,1.75,2.19,1.68
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Fritz T.,Mmoh M.,8.0,123.0,3470.0,517.0,6.0,2.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,19.0,1.04,16.94,1.04,19.0,1.03,14.77
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,Skatov T.,29.0,147.0,1275.0,412.0,6.0,0.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.1,7.0,1.14,7.0,1.14,8.0,1.11,6.68
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Hanfmann Y.,Monteiro T.,65.0,98.0,791.0,652.0,6.0,3.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.36,3.2,1.37,3.39,1.43,3.39,1.38,3.07
ATP,2023,31,Paris,French Open,2023-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Baez S.,394.0,42.0,117.0,990.0,3.0,6.0,6.0,3.0,7.0,5.0,1.0,6.0,7.0,5.0,3.0,2.0,Completed,3.4,1.33,3.31,1.38,3.6,1.38,3.38,1.32
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Fognini F.,Kubler J.,130.0,69.0,468.0,777.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.63,1.58,2.55,1.58,2.75,1.51,2.58
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Ofner S.,Korda S.,118.0,30.0,534.0,1265.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,2.5,1.53,2.7,1.53,2.7,1.59,2.49,1.54
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Carballes Baena R.,5.0,57.0,4775.0,850.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.81,1.1,9.91,1.08,8.53
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Sonego L.,Humbert U.,48.0,40.0,925.0,1026.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.1,1.73,2.23,1.74,2.25,1.8,2.14,1.72
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Kokkinakis T.,Wawrinka S.,108.0,89.0,587.0,684.0,3.0,6.0,7.0,5.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,2.19,1.76,2.19,1.98,2.01,1.81
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Schwartzman D.,Borges N.,95.0,80.0,660.0,727.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.73,2.1,1.73,2.24,1.76,2.28,1.7,2.16
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Shapovalov D.,Arnaldi M.,32.0,106.0,1210.0,592.0,6.0,2.0,3.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,2.1,1.73,2.12,1.81,2.25,1.82,2.08,1.76
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Varillas J.P.,Bautista Agut R.,94.0,24.0,661.0,1485.0,1.0,6.0,4.0,6.0,6.0,3.0,6.0,1.0,6.0,1.0,3.0,2.0,Completed,3.0,1.4,3.18,1.41,3.27,1.41,3.06,1.38
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Alcaraz C.,Daniel T.,1.0,112.0,6815.0,566.0,6.0,1.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.02,21.0,1.03,25.16,1.03,25.16,1.02,16.27
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Khachanov K.,Albot R.,11.0,113.0,2945.0,564.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.17,5.0,1.15,6.36,1.18,6.36,1.15,5.52
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Hurkacz H.,Griekspoor T.,14.0,39.0,2525.0,1034.0,6.0,3.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.4,3.0,1.39,3.28,1.42,3.32,1.37,3.08
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Davidovich Fokina A.,Van Assche L.,34.0,82.0,1115.0,725.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.36,3.2,1.4,3.15,1.45,3.27,1.38,3.07
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Norrie C.,Pouille L.,13.0,675.0,2565.0,40.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.28,4.07,1.3,4.09,1.27,3.81
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Moutet C.,7.0,61.0,4270.0,823.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.07,9.0,1.07,11.26,1.09,11.26,1.07,9.01
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Musetti L.,Shevchenko A.,18.0,87.0,2040.0,703.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.29,3.75,1.25,4.45,1.29,4.45,1.25,4.02
ATP,2023,31,Paris,French Open,2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Fucsovics M.,3.0,83.0,5955.0,720.0,7.0,6.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,11.0,1.04,17.69,1.06,18.2,1.04,12.35
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Coric B.,Cachin P.,16.0,64.0,2410.0,803.0,6.0,3.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.36,3.2,1.42,3.13,1.42,3.38,1.36,3.18
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Etcheverry T.,De Minaur A.,49.0,19.0,920.0,1870.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.0,1.8,1.99,1.92,2.12,1.92,1.99,1.83
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Zeppieri G.,4.0,129.0,4960.0,478.0,6.0,3.0,6.0,2.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.44,1.1,9.44,1.08,8.2
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Altmaier D.,Sinner J.,79.0,9.0,733.0,3435.0,6.0,7.0,7.0,6.0,1.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,8.0,1.08,8.93,1.1,9.25,1.1,8.0,1.08
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Nishioka Y.,Purcell M.,33.0,68.0,1181.0,781.0,4.0,6.0,6.0,2.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.36,3.2,1.37,3.37,1.39,3.4,1.35,3.22
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Ruusuvuori E.,29.0,46.0,1275.0,956.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.41,3.16,1.47,3.16,1.41,2.92
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Seyboth Wild T.,Pella G.,172.0,423.0,349.0,105.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.44,3.05,1.46,3.2,1.4,2.97
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Zhang Zh.,Tirante T.A.,71.0,153.0,752.0,390.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.38,1.63,2.43,1.64,2.46,1.6,2.37
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Tiafoe F.,Karatsev A.,12.0,62.0,2790.0,818.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,2.0,,,3.0,1.0,Completed,1.91,1.91,1.95,1.95,2.01,2.09,1.86,1.97
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Olivieri G.,Vavassori A.,231.0,148.0,257.0,410.0,7.0,6.0,3.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,3.2,1.36,3.43,1.36,3.49,1.4,3.24,1.35
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Jarry N.,Paul T.,35.0,17.0,1112.0,2170.0,3.0,6.0,6.0,1.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.62,2.3,1.6,2.52,1.67,2.52,1.6,2.37
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Giron M.,Lehecka J.,75.0,41.0,740.0,994.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.75,1.44,2.86,1.48,2.91,1.48,2.78,1.45
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo F.,Hanfmann Y.,23.0,65.0,1485.0,791.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.47,3.0,1.51,3.0,1.45,2.77
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Rune H.,Monfils G.,6.0,394.0,4375.0,117.0,,,,,,,,,,,,,Walkover,1.07,9.0,1.07,11.53,1.11,12.5,1.06,9.74
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Fritz T.,Rinderknech A.,8.0,78.0,3470.0,735.0,2.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.13,7.12,1.16,9.0,1.12,6.66
ATP,2023,31,Paris,French Open,2023-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Molcan A.,27.0,86.0,1450.0,705.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.33,1.26,4.32,1.28,4.5,1.24,4.13
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Khachanov K.,Kokkinakis T.,11.0,108.0,2945.0,587.0,6.0,4.0,6.0,1.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.29,3.75,1.26,4.39,1.34,4.39,1.26,3.89
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Sonego L.,Rublev A.,48.0,7.0,925.0,4270.0,5.0,7.0,0.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,3.75,1.29,3.89,1.3,3.9,1.36,3.64,1.29
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Ofner S.,Fognini F.,118.0,130.0,534.0,468.0,5.0,7.0,6.0,3.0,7.0,5.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,2.2,1.67,2.28,1.71,2.31,1.79,2.23,1.67
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Davidovich Fokina A.,3.0,34.0,5955.0,1115.0,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.13,6.0,1.14,6.57,1.16,7.25,1.13,6.29
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Musetti L.,Norrie C.,18.0,13.0,2040.0,2565.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.54,2.65,1.57,2.7,1.51,2.58
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Schwartzman D.,5.0,95.0,4775.0,660.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.09,9.41,1.12,11.11,1.09,7.8
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Varillas J.P.,Hurkacz H.,94.0,14.0,661.0,2525.0,3.0,6.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,3.0,1.4,3.08,1.43,3.19,1.45,3.02,1.39
ATP,2023,31,Paris,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Alcaraz C.,Shapovalov D.,1.0,32.0,6815.0,1210.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,13.0,1.07,11.9,1.07,14.0,1.05,10.82
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Ruud C.,Zhang Zh.,4.0,71.0,4960.0,752.0,4.0,6.0,6.0,4.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.13,6.0,1.13,7.13,1.14,7.13,1.12,6.31
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Nishioka Y.,Seyboth Wild T.,33.0,172.0,1181.0,349.0,3.0,6.0,7.0,6.0,2.0,6.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,2.63,1.5,2.64,1.55,2.65,1.57,2.52,1.52
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Etcheverry T.,Coric B.,49.0,16.0,920.0,2410.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.67,2.2,1.7,2.28,1.77,2.28,1.71,2.16
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Jarry N.,Giron M.,35.0,75.0,1112.0,740.0,6.0,2.0,6.0,3.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.33,3.4,1.34,3.59,1.37,3.64,1.34,3.3
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Rune H.,Olivieri G.,6.0,231.0,4375.0,257.0,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,17.13,1.05,17.13,1.03,13.07
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Cerundolo F.,Fritz T.,23.0,8.0,1485.0,3470.0,3.0,6.0,6.0,3.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,2.1,1.73,2.02,1.88,2.15,1.89,2.02,1.8
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Dimitrov G.,Altmaier D.,29.0,79.0,1275.0,733.0,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.36,3.2,1.41,3.19,1.41,3.21,1.37,3.09
ATP,2023,31,Paris,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Tiafoe F.,27.0,12.0,1450.0,2790.0,3.0,6.0,7.0,6.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,1.4,3.0,1.39,3.28,1.42,3.28,1.39,3.02
ATP,2023,31,Paris,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Khachanov K.,Sonego L.,11.0,48.0,2945.0,925.0,1.0,6.0,6.0,4.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.75,1.49,2.84,1.52,2.84,1.47,2.7
ATP,2023,31,Paris,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Varillas J.P.,3.0,94.0,5955.0,661.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,18.34,1.05,18.34,1.03,13.51
ATP,2023,31,Paris,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Alcaraz C.,Musetti L.,1.0,18.0,6815.0,2040.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.17,5.0,1.18,5.65,1.21,5.65,1.18,5.0
ATP,2023,31,Paris,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Tsitsipas S.,Ofner S.,5.0,118.0,4775.0,534.0,7.0,5.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,1.06,10.0,1.08,10.39,1.08,13.0,1.05,10.34
ATP,2023,31,Paris,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Ruud C.,Jarry N.,4.0,35.0,4960.0,1112.0,7.0,6.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.44,2.75,1.48,2.87,1.53,2.9,1.47,2.72
ATP,2023,31,Paris,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Rune H.,Cerundolo F.,6.0,23.0,4375.0,1485.0,7.0,6.0,3.0,6.0,6.0,4.0,1.0,6.0,7.0,6.0,3.0,2.0,Completed,1.33,3.4,1.37,3.38,1.4,3.4,1.35,3.24
ATP,2023,31,Paris,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Dimitrov G.,27.0,29.0,1450.0,1275.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.42,3.1,1.5,3.22,1.43,2.88
ATP,2023,31,Paris,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Etcheverry T.,Nishioka Y.,49.0,33.0,920.0,1181.0,7.0,6.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.33,1.23,4.7,1.25,4.82,1.22,4.41
ATP,2023,31,Paris,French Open,2023-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Khachanov K.,3.0,11.0,5955.0,2945.0,4.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.08,8.0,1.12,7.89,1.12,9.0,1.09,7.74
ATP,2023,31,Paris,French Open,2023-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Alcaraz C.,Tsitsipas S.,1.0,5.0,6815.0,4775.0,6.0,2.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,1.22,4.93,1.24,5.1,1.21,4.67
ATP,2023,31,Paris,French Open,2023-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Zverev A.,Etcheverry T.,27.0,49.0,1450.0,920.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.4,1.33,3.63,1.35,3.65,1.33,3.4
ATP,2023,31,Paris,French Open,2023-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ruud C.,Rune H.,4.0,6.0,4960.0,4375.0,6.0,1.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.73,2.1,1.86,2.06,1.86,2.25,1.76,2.1
ATP,2023,31,Paris,French Open,2023-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Alcaraz C.,3.0,1.0,5955.0,6815.0,6.0,3.0,5.0,7.0,6.0,1.0,6.0,1.0,,,3.0,1.0,Completed,2.63,1.5,2.59,1.57,2.8,1.57,2.63,1.5
ATP,2023,31,Paris,French Open,2023-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Ruud C.,Zverev A.,4.0,27.0,4960.0,1450.0,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.91,1.91,1.95,1.95,1.96,2.05,1.89,1.92
ATP,2023,31,Paris,French Open,2023-06-11,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Ruud C.,3.0,4.0,5955.0,4960.0,7.0,6.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.8,1.22,4.92,1.24,5.15,1.21,4.7
ATP,2023,38,London,Wimbledon,2023-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Barrios M.,Baez S.,133.0,46.0,456.0,955.0,7.0,6.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,2.1,1.73,1.99,1.92,2.2,1.92,2.08,1.77
ATP,2023,38,London,Wimbledon,2023-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Musetti L.,Varillas J.P.,16.0,63.0,2210.0,806.0,6.0,3.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.06,10.0,1.07,11.93,1.08,13.5,1.05,10.47
ATP,2023,38,London,Wimbledon,2023-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Karatsev A.,Van Assche L.,50.0,75.0,888.0,758.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.73,2.1,1.63,2.45,1.84,2.45,1.67,2.24
ATP,2023,38,London,Wimbledon,2023-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Nakashima B.,70.0,55.0,769.0,855.0,2.0,6.0,2.0,6.0,6.0,4.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.91,1.91,1.88,2.04,1.95,2.06,1.89,1.94
