Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Zhang Zh.,Janvier M.,38,225.0,1221,269.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.22,4.82,1.22,5.0,1.2,4.59
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Fucsovics M.,59,70.0,845,785.0,7.0,6.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.17,5.0,1.21,5.11,1.21,5.32,1.18,4.9
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Nakashima B.,Baez S.,65,18.0,825,2020.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.5,1.17,5.92,1.18,6.0,1.16,5.37
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Mannarino A.,33,24.0,1260,1625.0,6.0,4.0,3.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.5,1.6,2.51,1.6,2.62,1.55,2.46
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Medvedev D.,Kovacevic A.,5,88.0,6445,681.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,23.0,1.04,19.96,1.04,23.0,1.02,14.64
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Broom C.,95,248.0,633,242.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.62,2.3,1.67,2.35,1.67,2.35,1.62,2.3
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Muller A.,Gaston H.,102,71.0,601,783.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2.38,1.57,2.31,1.69,2.43,1.69,2.27,1.63
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Altmaier D.,Fery A.,80,247.0,731,243.0,4.0,6.0,7.0,6.0,1.0,6.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.91,1.91,2.06,1.86,2.06,1.94,1.96,1.86
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Alcaraz C.,Lajal M.,3,269.0,8130,212.0,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,43.46,1.02,43.46,1.01,21.99
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Harris L.,Michelsen A.,118,55.0,541,881.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,1.73,2.1,1.82,2.11,1.85,2.11,1.77,2.06
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Cazaux A.,Bergs Z.,98,82.0,616,722.0,6.0,1.0,6.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,3.2,1.36,2.98,1.45,3.2,1.45,2.93,1.41
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Humbert U.,Shevchenko A.,16,57.0,2300,860.0,6.0,1.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,1.14,5.5,1.13,7.37,1.14,7.58,1.12,6.25
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Vukic A.,Ofner S.,69,45.0,789,1038.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,1.67,2.2,1.79,2.14,1.79,2.25,1.71,2.14
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Mensik J.,23,78.0,1730,738.0,4.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.44,2.75,1.44,3.03,1.47,3.03,1.44,2.82
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Van De Zandschulp B.,Broady L.,97,156.0,618,384.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.62,2.3,1.64,2.47,1.64,2.47,1.6,2.34
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Bautista Agut R.,Marterer M.,112,85.0,555,692.0,6.0,3.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.29,3.75,1.28,4.22,1.29,4.22,1.26,3.88
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Sonego L.,Navone M.,54,32.0,881,1282.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,9.0,1.09,9.33,1.09,9.95,1.08,8.29
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Griekspoor T.,Galan D.E.,27,103.0,1470,592.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.13,6.0,1.13,7.19,1.14,7.27,1.12,6.32
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Sinner J.,Hanfmann Y.,1,110.0,9890,556.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.01,26.0,1.01,43.93,1.02,43.93,1.01,21.84
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Virtanen O.,Purcell M.,147,68.0,401,795.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.38,1.57,2.33,1.68,2.4,1.69,2.29,1.62
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Paul T.,Martinez P.,13,49.0,3100,975.0,6.0,2.0,6.0,1.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.02,19.0,1.05,15.23,1.05,19.0,1.04,11.82
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Kecmanovic M.,Nagal S.,52,73.0,925,768.0,6.0,2.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.07,9.0,1.12,7.73,1.12,9.0,1.1,7.22
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Nishioka Y.,Borges N.,90,50.0,659,936.0,6.0,2.0,7.0,6.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.8,2.0,1.84,2.08,1.88,2.15,1.79,2.03
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Seyboth Wild T.,Jubb P.,74,201.0,767,301.0,1.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,2.2,1.67,2.3,1.7,2.35,1.7,2.26,1.64
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Mpetshi G.,Korda S.,58,21.0,853,1795.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,4.33,1.22,4.78,1.23,4.84,1.25,4.35,1.21
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Musetti L.,Lestienne C.,25,92.0,1620,650.0,4.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.1,7.0,1.11,8.12,1.14,8.12,1.11,6.8
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Darderi L.,Choinski J.,37,174.0,1236,344.0,7.0,5.0,4.0,6.0,2.0,6.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.36,3.2,1.38,3.31,1.39,3.48,1.36,3.14
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Hurkacz H.,Albot R.,7,144.0,4235,406.0,5.0,7.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.04,13.0,1.05,14.36,1.06,14.36,1.04,10.99
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,De Minaur A.,Duckworth J.,9,81.0,3830,728.0,7.0,6.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.05,11.0,1.06,13.99,1.08,13.99,1.05,10.12
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Munar J.,Harris B.,63,116.0,835,545.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.38,1.57,2.45,1.63,2.61,1.63,2.41,1.57
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Popyrin A.,Monteiro T.,47,86.0,981,690.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.4,1.33,3.65,1.34,3.66,1.32,3.41
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Etcheverry T.,Nardi L.,31,75.0,1290,760.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.57,2.38,1.6,2.5,1.65,2.5,1.58,2.38
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Comesana F.,Rublev A.,122,6.0,529,4420.0,6.0,4.0,5.0,7.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,17.0,1.03,24.44,1.03,24.44,1.04,14.43,1.02
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Shelton B.,Bellucci M.,14,148.0,2595,401.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.33,3.4,1.34,3.63,1.37,3.71,1.33,3.35
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Fearnley J.,Moro Canas A.,277,188.0,206,321.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.63,1.49,2.84,1.55,2.84,1.48,2.67
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Walton A.,Coria F.,101,72.0,607,776.0,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.25,4.0,1.26,4.29,1.31,4.29,1.25,3.97
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Zverev A.,Carballes Baena R.,4,64.0,6905,826.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,29.0,1.03,25.24,1.04,29.0,1.02,17.1
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kopriva V.,2,123.0,8360,523.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,21.0,1.03,22.53,1.04,22.53,1.02,14.74
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Fils A.,Stricker D.,34,149.0,1250,400.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.44,2.75,1.43,3.1,1.46,3.1,1.42,2.9
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Tsitsipas S.,Daniel T.,11,84.0,3745,692.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.05,11.0,1.07,12.14,1.11,12.14,1.06,9.75
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Rune H.,Kwon S.W.,15,367.0,2370,135.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,1.15,6.49,1.15,7.03,1.12,6.35
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Giron M.,Searle H.,46,539.0,1020,73.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.17,5.0,1.19,5.52,1.19,5.52,1.17,5.1
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Draper J.,Ymer E.,28,205.0,1461,293.0,3.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.03,15.0,1.04,17.24,1.05,17.24,1.03,12.12
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Cobolli F.,Hijikata R.,48,77.0,980,751.0,7.0,5.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.73,2.25,1.72,2.25,1.74,2.16,1.7
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Norrie C.,Diaz Acosta F.,42,67.0,1070,808.0,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,13.0,1.08,11.01,1.08,13.0,1.06,9.62
ATP,2024,39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Fritz T.,O Connell C.,12,79.0,3350,733.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,11.0,1.07,12.2,1.1,12.2,1.06,9.6
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Halys Q.,Eubanks C.,220,62.0,272,835.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.8,2.0,1.87,2.05,1.88,2.05,1.84,1.99
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Khachanov K.,Karatsev A.,22,99.0,1780,615.0,6.0,3.0,6.0,7.0,7.0,6.0,2.0,0.0,,,2.0,1.0,Retired,1.17,5.0,1.18,5.74,1.19,5.74,1.17,5.12
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Safiullin R.,Cerundolo F.,44,30.0,1045,1315.0,6.0,7.0,3.0,6.0,7.0,5.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.73,2.1,1.76,2.19,1.78,2.19,1.73,2.1
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Ruusuvuori E.,Mcdonald M.,87,96.0,683,626.0,7.0,6.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.67,2.2,1.63,2.45,1.68,2.45,1.62,2.29
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Pouille L.,Djere L.,212,51.0,284,936.0,3.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.5,2.63,1.55,2.59,1.57,2.65,1.52,2.53
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Rinderknech A.,Nishikori K.,76,401.0,754,118.0,5.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.36,3.2,1.39,3.26,1.41,3.26,1.37,3.11
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Machac T.,Goffin D.,39,83.0,1214,694.0,3.0,6.0,6.0,4.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,1.62,2.3,1.74,2.22,1.74,2.38,1.67,2.21
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Tabilo A.,Evans D.,19,60.0,1904,844.0,6.0,2.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.39,3.26,1.48,3.26,1.4,2.93
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kokkinakis T.,Auger-Aliassime F.,93,17.0,639,2075.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,3.2,1.36,3.29,1.39,3.29,1.4,3.09,1.37
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Fognini F.,Ruud C.,94,8.0,635,4025.0,6.0,4.0,7.0,5.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,4.5,1.2,5.15,1.21,5.25,1.22,4.61,1.2
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Tiafoe F.,Coric B.,29,89.0,1355,664.0,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.49,2.84,1.52,2.84,1.46,2.76
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Nakashima B.,Thompson J.,65,40.0,825,1206.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.67,2.2,1.74,2.22,1.74,2.3,1.69,2.19
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Humbert U.,Van De Zandschulp B.,16,97.0,2300,618.0,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.27,4.24,1.29,4.35,1.26,3.89
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Muller A.,5,102.0,6445,601.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.02,21.0,1.03,20.98,1.05,21.0,1.02,14.42
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Alcaraz C.,Vukic A.,3,69.0,8130,789.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,17.0,1.03,25.77,1.03,25.81,1.02,15.73
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Bautista Agut R.,Sonego L.,112,54.0,555,881.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.62,2.3,1.6,2.52,1.66,2.52,1.59,2.37
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Bublik A.,Cazaux A.,23,98.0,1730,616.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.37,3.39,1.37,3.5,1.34,3.27
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Paul T.,Virtanen O.,13,147.0,3100,401.0,4.0,6.0,6.0,3.0,5.0,7.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.1,7.0,1.1,9.25,1.12,9.25,1.09,7.59
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Kecmanovic M.,Griekspoor T.,52,27.0,925,1470.0,4.0,6.0,7.0,6.0,1.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.5,1.53,2.42,1.64,2.6,1.64,2.37,1.59
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Struff J.L.,Zhang Zh.,41,38.0,1135,1221.0,5.0,7.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.25,4.0,1.25,4.45,1.32,4.48,1.25,4.03
ATP,2024,39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Sinner J.,Berrettini M.,1,59.0,9890,845.0,7.0,6.0,7.0,6.0,2.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.2,4.5,1.18,5.63,1.2,5.63,1.18,5.02
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,De Minaur A.,Munar J.,9,63.0,3830,835.0,6.0,2.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.02,19.0,1.05,15.58,1.05,19.0,1.03,12.81
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Fils A.,Hurkacz H.,34,7.0,1250,4235.0,7.0,6.0,6.0,4.0,2.0,6.0,6.0,6.0,,,2.0,1.0,Retired,3.75,1.29,4.37,1.26,4.78,1.29,3.93,1.26
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Comesana F.,Walton A.,122,101.0,529,607.0,7.0,5.0,1.0,6.0,6.0,7.0,6.0,1.0,7.0,6.0,3.0,2.0,Completed,2.75,1.44,2.93,1.47,2.93,1.5,2.7,1.46
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Shelton B.,Harris L.,14,118.0,2595,541.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.67,2.2,1.74,2.22,1.75,2.23,1.7,2.16
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Dimitrov G.,Shang J.,10,91.0,3750,658.0,5.0,7.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.14,5.5,1.15,6.52,1.16,6.52,1.14,5.84
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Shapovalov D.,Altmaier D.,121,80.0,530,731.0,7.0,6.0,6.0,3.0,1.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.13,6.0,1.15,6.36,1.16,6.36,1.14,5.83
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Popyrin A.,Etcheverry T.,47,31.0,981,1290.0,3.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.67,2.2,1.69,2.31,1.7,2.31,1.66,2.22
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Musetti L.,Darderi L.,25,37.0,1620,1236.0,6.0,4.0,4.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.25,4.0,1.25,4.44,1.26,4.44,1.24,4.1
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Safiullin R.,Machac T.,44,39.0,1045,1214.0,6.0,2.0,6.0,4.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.73,2.1,1.72,2.26,1.74,2.29,1.69,2.18
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Fearnley J.,2,277.0,8360,206.0,6.0,3.0,6.0,4.0,5.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.02,19.0,1.02,31.64,1.03,31.64,1.02,16.83
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Tabilo A.,Cobolli F.,19,48.0,1904,980.0,7.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.36,3.2,1.34,3.6,1.36,3.6,1.33,3.31
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Monfils G.,Wawrinka S.,33,95.0,1260,633.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.36,3.2,1.4,3.22,1.4,3.22,1.36,3.11
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Halys Q.,Khachanov K.,220,22.0,272,1780.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.63,1.5,2.8,1.5,2.8,1.56,2.6,1.5
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Rune H.,Seyboth Wild T.,15,74.0,2370,767.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.11,6.5,1.13,7.4,1.14,7.4,1.12,6.51
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Fritz T.,Rinderknech A.,12,76.0,3350,754.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.07,9.0,1.08,10.68,1.1,10.74,1.07,8.76
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Pouille L.,Kokkinakis T.,212,93.0,284,639.0,2.0,6.0,7.0,5.0,5.0,2.0,,,,,1.0,1.0,Retired,2.63,1.5,2.68,1.53,2.75,1.54,2.63,1.49
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Norrie C.,Draper J.,42,28.0,1070,1461.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.4,1.33,3.47,1.36,3.65,1.36,3.47,1.31
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Ruusuvuori E.,Tsitsipas S.,87,11.0,683,3745.0,7.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,4.33,1.22,4.56,1.24,4.58,1.26,4.2,1.23
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Mpetshi G.,Nishioka Y.,58,90.0,853,659.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.53,2.5,1.61,2.47,1.61,2.51,1.58,2.4
ATP,2024,39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Giron M.,4,46.0,6905,1020.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.11,6.5,1.11,8.05,1.14,8.05,1.11,6.63
ATP,2024,39,London,Wimbledon,2024-07-05,Grand Slam,Outdoor,Grass,3rd Round,5,Paul T.,Bublik A.,13,23.0,3100,1730.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.63,1.51,2.78,1.51,2.79,1.49,2.68
ATP,2024,39,London,Wimbledon,2024-07-05,Grand Slam,Outdoor,Grass,3rd Round,5,Alcaraz C.,Tiafoe F.,3,29.0,8130,1355.0,5.0,7.0,6.0,2.0,4.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.06,10.0,1.05,14.26,1.07,14.26,1.05,10.3
